,categories,descriptions,rating,title
1383,"['Scrub Agents', 'Sensitizing']","<p class=""description ingredient-description"">
				                	Can be effective as a topical scrub, but if left on skin it can increase skin sensitivity to UVB...
				                </p>",Average,sea salt
1384,"['Antioxidants', 'Plant Extracts', 'Thickeners/Emulsifiers', 'Emollients']","<p class=""description ingredient-description"">
				                	Group of sea plants (scientific name: algae) of all sizes and shapes, and having a gelatin-like...
				                </p>",Good,seaweed
1385,['Skin-Soothing'],"<p class=""description ingredient-description"">
				                	Extract from a creature that inhabits coral reefs, known for its soothing properties...
				                </p>",Best,sea whip extract
1386,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	Used as a pH adjuster.
				                </p>",Good,sebacic acid
1387,['Antioxidants'],"<p class=""description ingredient-description"">
				                	Mineral considered to be a potent antioxidant...
				                </p>",Best,selenium
1388,"['Skin-Soothing', 'Plant Extracts']",,Average,Serenoa serrulata extract
1389,"['Antioxidants', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Scientific name for silk protein.
				                </p>",Good,sericin
1390,"['Antioxidants', 'Skin-Replenishing']",,Good,serine
1391,"['Plant Extracts', 'Emollients']","<p class=""description ingredient-description"">
				                	Emollient oil similar to other nonfragrant plant oils.
				                </p>",Good,sesame oil
1392,"['Plant Extracts', 'Emollients']",,Good,Sesamum indicum
1393,"['Thickeners/Emulsifiers', 'Emollients']","<p class=""description ingredient-description"">
				                	Used in cosmetics as a thickening agent and emollient.
				                </p>",Good,sesquioleate
1394,"['Plant Extracts', 'Emollients']","<p class=""description ingredient-description"">
				                	Shea butter is a plant lipid extracted from the karite tree that is used as an emollient in cosmetics.
				                </p>",Best,shea butter
1395,['Plant Extracts'],"<p class=""description ingredient-description"">
				                	Chinese herb (also known as St. Paul’s wort) for which there is no research showing that it has any...
				                </p>",Average,Siegesbeckia orientalis
1396,['Uncategorized'],,Good,silanetriol
1397,"['Thickeners/Emulsifiers', 'Absorbent']","<p class=""description ingredient-description"">
				                	Mineral found abundantly in sandstone, clay, and granite, as well as in parts of plants and...
				                </p>",Good,silica
1398,"['Silicones', 'Slip Agents']","<p class=""description ingredient-description"">
				                	Used as a slip and suspending agent.
				                </p>",Good,silica dimethyl silylate
1399,"['Thickeners/Emulsifiers', 'Absorbent']","<p class=""description ingredient-description"">
				                	Inorganic salt that has potent absorbing and thickening properties.
				                </p>",Good,silicate
1400,"['Silicones', 'Slip Agents', 'Emollients']","<p class=""description ingredient-description"">
				                	Substance derived from silica (sand is a silica). The unique fluid properties of silicone give it a...
				                </p>",Good,silicone
1401,['Antioxidants'],,Good,silk
1402,"['Absorbent', 'Slip Agents']","<p class=""description ingredient-description"">
				                	Synthetically derived powder used as an absorbent and slip agent.
				                </p>",Good,silk powder
1403,['Antioxidants'],"<p class=""description ingredient-description"">
				                	Protein substance (also called sericin) formed by converting silk, which is the soft, lustrous...
				                </p>",Good,silk protein
1404,"['Silicones', 'Slip Agents', 'Emollients']",,Good,siloxane
1405,['Absorbent'],"<p class=""description ingredient-description"">
				                	A sediment obtained from various bodies of water. Silt’s absorbent nature helps it function to...
				                </p>",Good,silt
1406,['Sensitizing'],"<p class=""description ingredient-description"">
				                	Metallic element that in cosmetics can have disinfecting properties; however, prolonged contact can...
				                </p>",Poor,silver
1407,['Sensitizing'],"<p class=""description ingredient-description"">
				                	An inorganic salt that has no known function in cosmetics.
				                </p>",Average,silver chloride
1408,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",,Best,silver tip white tea leaf extract
1409,"['Plant Extracts', 'Antioxidants']",,Best,Silybum marianum extract
1410,"['Silicones', 'Slip Agents']","<p class=""description ingredient-description"">
				                	Mixture of dimethicone with silica; related to silicones, but used as an antifoaming agent.
				                </p>",Good,simethicone
1411,"['Plant Extracts', 'Emollients', 'Skin-Replenishing']",,Best,Simmondsia chinensis
1412,['Skin-Replenishing'],"<p class=""description ingredient-description"">
				                	These are skincare ingredients that help enrich skin’s surface, drenching it with revitalizing hydration and keeping it there.
				                </p>",Best,skin-replenishing ingredients
1413,"['Antioxidants', 'Skin-Restoring']","<p class=""description ingredient-description"">
				                	Skincare ingredients that nourish skin’s surface in a way that helps transform it on many levels...
				                </p>",Best,skin-restoring ingredients
1414,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Herbal extract from Scutellaria baicalensis that has antioxidant soothing properties...
				                </p>",Good,skullcap extract
1415,['Slip Agents'],"<p class=""description ingredient-description"">
				                	Term used to describe a range of ingredients that help other ingredients spread over the skin and...
				                </p>",Good,slip agent
1416,"['Skin-Soothing', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Can be a skin-soothing ingredient.
				                </p>",Good,slippery elm bark
1417,"['Cleansing Agents', 'Sensitizing']","<p class=""description ingredient-description"">
				                	True “soaps” are regulated by the Consumer Product Safety Commission and are not required to list...
				                </p>",Poor,soap
1418,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Extract from the tree Sapindus saponaria. The berries contain a good amount of Saponins.
				                </p>",Good,soapberry extract
1419,"['Plant Extracts', 'Cleansing Agents']","<p class=""description ingredient-description"">
				                	Plant from which is derived an extract with detergent cleansing properties.
				                </p>",Good,soapwort
1420,['Uncategorized'],"<p class=""description ingredient-description"">
				                	The sodium salt derived from acetic acid, it serves as a buffering agent when used in small amounts.
				                </p>",Good,sodium acetate
1421,['Thickeners/Emulsifiers'],"<p class=""description ingredient-description"">
				                	Synthetic polymer used as a stabilizing and suspending agent and as a thickening agent.
				                </p>",Good,sodium acrylate/acryloydimethyl taurate copolymer
1422,"['Antioxidants', 'Vitamins']",,Best,sodium ascorbate
1423,"['Skin-Soothing', 'Vitamins', 'Antioxidants']","<p class=""description ingredient-description"">
				                	Stable, water-soluble form of vitamin C that functions as an antioxidant...
				                </p>",Best,sodium ascorbyl phosphate
1424,['Preservatives'],"<p class=""description ingredient-description"">
				                	Salt of benzoic acid used as a preservative.
				                </p>",Good,sodium benzoate
1425,"['Miscellaneous', 'Scrub Agents']","<p class=""description ingredient-description"">
				                	A synthetic inorganic salt more commonly known as baking soda. It has many functions in cosmetics, including pH adjuster, buffering agent, and abrasive, such as in face or body scrubs.
				                </p>",Good,sodium bicarbonate
1426,['Sensitizing'],"<p class=""description ingredient-description"">
				                	Used in acid-type permanent waves to alter the shape of hair. It is less damaging than alkaline...
				                </p>",Average,sodium bisulfite
1427,['Sensitizing'],,Poor,sodium borate
1428,"['Cleansing Agents', 'Sensitizing']","<p class=""description ingredient-description"">
				                	Can be derived from coconut. Used primarily as a detergent cleansing agent, but is potentially...
				                </p>",Poor,sodium C14-16 olefin sulfonate
1429,['Film-Forming/Holding Agents'],"<p class=""description ingredient-description"">
				                	A blend of sodium (salt) and carbomer that functions as a stabilizer and film-forming agent.
				                </p>",Good,sodium carbomer
1430,"['Absorbent', 'Sensitizing']","<p class=""description ingredient-description"">
				                	Absorbent salt used in cosmetics; it can also be a skin sensitizer.
				                </p>",Poor,sodium carbonate
1431,['Thickeners/Emulsifiers'],"<p class=""description ingredient-description"">
				                	A carbohydrate ingredient with a gel-like texture, it functions as a binding agent and texture...
				                </p>",Good,sodium carboxymethyl beta-glucan
1432,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	A mixture of stearyl and cetyl sulfate that funtions as a surfactant.
				                </p>",Good,sodium cetearyl sulfate
1433,['Scrub Agents'],"<p class=""description ingredient-description"">
				                	More popularly known as common table salt. Used primarily as a binding agent in skincare products...
				                </p>",Good,sodium chloride
1434,['Skin-Replenishing'],"<p class=""description ingredient-description"">
				                	Derived from natural mucopolysaccharides, it functions as a skin-softening agent and helps...
				                </p>",Best,sodium chondroitin sulfate
1435,"['Antioxidants', 'Preservatives']","<p class=""description ingredient-description"">
				                	Used primarily to control the pH level of a product, this ingredient also has antioxidant and...
				                </p>",Good,sodium citrate
1436,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	A gentle cleansing agent derived from coconut fatty acids. It functions as a cleansing agent and...
				                </p>",Good,sodium cocoamphoacetate
1437,"['Cleansing Agents', 'Sensitizing']","<p class=""description ingredient-description"">
				                	Used as a cleansing agent primarily in soaps. It can be drying and sensitizing for skin.
				                </p>",Poor,sodium cocoate
1438,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	The salt form of amino acids...
				                </p>",Good,sodium cocoyl amino acids
1439,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	A cleansing agent derived from coconut oil. This ingredient is also used to help soften (remove...
				                </p>",Good,sodium cocoyl glutamate
1440,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	Derived from coconut, it is a mild detergent cleansing agent.
				                </p>",Good,sodium cocoyl isethionate
1441,['Preservatives'],"<p class=""description ingredient-description"">
				                	Organic salt used as a preservative.
				                </p>",Good,sodium dehydroacetate
1442,"['Emulsifiers', 'Skin-Replenishing']","<p class=""description ingredient-description"">
				                	A plant-derived ingredient that helps replenish skin and hair...
				                </p>",Good,sodium dilauramidoglutamide lysine
1443,"['Thickeners/Emulsifiers', 'Preservatives', 'Cleansing Agents']","<p class=""description ingredient-description"">
				                	Salt with multiple functions in cosmetics. It can act as a detergent, an emulsifier, a texturizer,...
				                </p>",Good,sodium hexametaphosphate
1444,"['Skin-Replenishing', 'Antioxidants', 'Skin-Restoring']","<p class=""description ingredient-description"">
				                	The salt form of skin-replenishing ingredient hyaluronic acid.
				                </p>",Best,sodium hyaluronate
1445,"['Skin-Replenishing', 'Film-Forming Agents', 'Film-Forming/Holding Agents']","<p class=""description ingredient-description"">
				                	A modified form of skin-replenishing hyaluronic acid attached to a polymer structure
				                </p>",Best,sodium hyaluronate crosspolymer
1446,"['Cleansing Agents', 'Sensitizing']","<p class=""description ingredient-description"">
				                	Also known as lye, it is a highly alkaline ingredient used in small amounts in cosmetics to...
				                </p>",Average,sodium hydroxide
1447,"['Preservatives', 'Hydration']","<p class=""description ingredient-description"">
				                	Derived from amino acids and used as a skin- and hair-softening agent, and to a lesser extent as...
				                </p>",Good,sodium hydroxymethylglycinate
1448,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	Sodium salt of lactic acid. Used primarily as a hydrating and buffering agent (to adjust a...
				                </p>",Good,sodium lactate
1449,['Preservatives'],"<p class=""description ingredient-description"">
				                	White, crystalline powder used to synthesize other chemicals. May function as a preservative in...
				                </p>",Average,sodium lactobionate
1450,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	Used primarily as a detergent cleansing agent. 
				                </p>",Good,sodium laureth-13 carboxylate
1451,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	Can be derived from coconut; it is used primarily as a detergent cleansing agent. It is considered...
				                </p>",Good,sodium laureth sulfate
1452,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	Mild surfactant also used as a lather agent.
				                </p>",Good,sodium lauroamphoacetate
1453,"['Thickeners/Emulsifiers', 'Cleansing Agents']","<p class=""description ingredient-description"">
				                	Used as an emulsifier and mild thickening agent in cosmetics. In higher concentrations, it...
				                </p>",Good,sodium lauroyl lactylate
1454,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	Surfactant known (and used) for its foam-boosting properties.
				                </p>",Good,sodium lauroyl sarcosinate
1455,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	A gentle cleansing agent that may be derived from coconut or made synthetically.
				                </p>",Good,sodium lauryl glucose carboxylate
1456,"['Thickeners/Emulsifiers', 'Cleansing Agents', 'Sensitizing']","<p class=""description ingredient-description"">
				                	Versatile ingredient composed of several non-volatile alcohols. Functions primarily as a surfactant...
				                </p>",Poor,sodium lauryl sulfate
1457,"['Antioxidants', 'Preservatives', 'Sensitizing']","<p class=""description ingredient-description"">
				                	Reducing agent that alters the structure of hair. It can also be used as a preservative in...
				                </p>",Average,sodium metabisulfite
1458,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	Mild surfactant.
				                </p>",Good,sodium methyl cocoyl taurate
1459,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	Mild surfactant often combined with...
				                </p>",Good,sodium methyl taurate
1460,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	Detergent cleansing agent similar to sodium laureth sulfate or ammonium laureth sulfate...
				                </p>",Good,sodium myreth sulfate
1461,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	A soap ingredient created by the salts of acids derived from palm oil. May be naturally-derived or...
				                </p>",Poor,sodium palmate
1462,['Cleansing Agents'],,Poor,sodium palm kernelate
1463,['Skin-Replenishing'],"<p class=""description ingredient-description"">
				                	PCA (pyrrolidone carboxylic acid) is a natural component of skin that is also a very good...
				                </p>",Best,sodium PCA
1464,"['Cleansing Agents', 'Emollients']","<p class=""description ingredient-description"">
				                	A mild surfactant formed by reacting fatty acids from olive oil esters from polyethylene glycol...
				                </p>",Good,sodium PEG-7 olive oil carboxylate
1465,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	The salt form of the corn-derived plant component phytic acid, used as a chelating agent in...
				                </p>",Good,sodium phytate
1466,"['Thickeners/Emulsifiers', 'Film-Forming/Holding Agents', 'Emollients', 'Absorbent']","<p class=""description ingredient-description"">
				                	A synthetic polymer with multiple functions, including film-forming agent, stabilizer, absorbent,...
				                </p>",Good,sodium polyacrylate
1467,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	Salt form of salicylic acid (BHA). Because it is not the acid form of salicylate (i.e., salicylic...
				                </p>",Average,sodium salicylate
1468,['Sensitizing'],"<p class=""description ingredient-description"">
				                	Highly alkaline and potentially sensitizing  mineral used in cosmetics...
				                </p>",Poor,sodium silicate
1469,"['Emulsifiers', 'Texture Enhancer']","<p class=""description ingredient-description"">
				                	A synthetic or animal-derived ingredient...
				                </p>",Good,sodium stearoyl lactylate
1470,"['Preservatives', 'Sensitizing']","<p class=""description ingredient-description"">
				                	Reducing agent that alters the structure of hair. It can also be used as a preservative in cosmetic...
				                </p>",Average,sodium sulfite
1471,"['Miscellaneous', 'Cleansing Agents']","<p class=""description ingredient-description"">
				                	Sodium salt of tallow.
				                </p>",Poor,sodium tallowate
1472,['Sensitizing'],"<p class=""description ingredient-description"">
				                	A synthetic ingredinet that functions as a reducing agent in cosmetics, most typically hair-removal lotions...
				                </p>",Poor,sodium thioglycolate
1473,['Cleansing Agents'],,Good,sodium trideceth sulfate
1474,"['Antioxidants', 'Sensitizing', 'Plant Extracts']",,Average,Solanum lycopersicum extract
1475,"['Thickeners/Emulsifiers', 'Texture Enhancer']","<p class=""description ingredient-description"">
				                	Extract that is more commonly known as potato starch. Used as a thickening agent and texture enhancer in cosmetics.
				                </p>",Good,Solanum tuberosum extract
1476,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	Describes a large group of ingredients, including water, that are used to dissolve or break down...
				                </p>",Good,solvent
1477,"['Skin-Soothing', 'Emollients']","<p class=""description ingredient-description"">
				                	Trade name for petrolatum.
				                </p>",Good,Sonojell
1478,['Skin-Soothing'],"<p class=""description ingredient-description"">
				                	Any ingredient that reduces certain signs of sensitivity in skin...
				                </p>",Best,soothing agent
1479,['Preservatives'],"<p class=""description ingredient-description"">
				                	Preservative derived from mountain ash berries or manufactured synthetically. Sorbic acid is used...
				                </p>",Good,sorbic acid
1480,"['Thickeners/Emulsifiers', 'Cleansing Agents']","<p class=""description ingredient-description"">
				                	Synthetic or animal-derived ingredient used as an emulsifier and cleansing agent.
				                </p>",Good,sorbitan oleate
1481,['Thickeners/Emulsifiers'],,Good,sorbitan sesquioleate
1482,['Thickeners/Emulsifiers'],"<p class=""description ingredient-description"">
				                	Used to thicken and stabilize cosmetic formulations.
				                </p>",Good,sorbitan stearate
1483,"['Thickeners/Emulsifiers', 'Hydration', 'Slip Agents']","<p class=""description ingredient-description"">
				                	Can be created synthetically or derived from natural sources. Similar to glycerin, it is a...
				                </p>",Good,sorbitol
1484,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']","<p class=""description ingredient-description"">
				                	Potent antioxidant and soothing agent for skin...
				                </p>",Best,soy extract
1485,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",,Best,soy isoflavones
1486,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts', 'Emollients']","<p class=""description ingredient-description"">
				                	Emollient oil similar to all nonfragrant plant oils.
				                </p>",Best,soy oil
1487,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']","<p class=""description ingredient-description"">
				                	Fragrant, volatile oil that can cause skin sensitivity.
				                </p>",Poor,spearmint oil
1488,['Miscellaneous'],,Best,SPF
1489,"['Skin-Restoring', 'Skin-Replenishing']","<p class=""description ingredient-description"">
				                	Sphingolipids are complex lipids (fats) that function as skin-replenishing and conditioning ingredients...
				                </p>",Best,sphingolipids
1490,"['Skin-Soothing', 'Plant Extracts']",,Best,Spiraea ulmaria
1491,"['Antioxidants', 'Thickeners/Emulsifiers', 'Plant Extracts', 'Emollients']",,Good,spirulina
1492,"['Hydration', 'Antioxidants', 'Skin-Replenishing', 'Emollients']",,Best,squalane
1493,"['Antioxidants', 'Skin-Replenishing', 'Emollients']","<p class=""description ingredient-description"">
				                	Oil derived from shark liver or from plants (usually olives). It is a natural component...
				                </p>",Best,squalene
1494,"['Antioxidants', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Contains several components that are harmful to skin in the presence of sunlight (Sources: Planta...
				                </p>",Good,St. John's wort
1495,"['Antioxidants', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",,Poor,star anise
1496,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	Antistatic agent used in hair-care products.
				                </p>",Good,steapyrium chloride
1497,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	Antistatic ingredient used in hair-care products to control flyaways and aid in helping a brush or...
				                </p>",Good,stearalkonium chloride
1498,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	Used as a suspending agent.
				                </p>",Good,stearalkonium hectorite
1499,"['Thickeners/Emulsifiers', 'Emollients', 'Skin-Replenishing']",,Good,stearates
1500,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	Derived from the benign fatty ingredient stearyl alcohol, this functions primarily as a surfactant...
				                </p>",Good,steareth-20
1501,"['Thickeners/Emulsifiers', 'Emollients', 'Skin-Replenishing']","<p class=""description ingredient-description"">
				                	Fatty acid used as an emollient and emulsifier...
				                </p>",Good,stearic acid
1502,"['Thickeners/Emulsifiers', 'Emollients']","<p class=""description ingredient-description"">
				                	Fatty alcohol used as an emollient and to help keep other ingredients intact in a formulation.
				                </p>",Good,stearyl alcohol
1503,"['Silicones', 'Slip Agents']","<p class=""description ingredient-description"">
				                	Stearyl dimethicone is a synthetic skin-conditioning agent that's a siloxane polymer...
				                </p>",Good,stearyl dimethicone
1504,"['Skin-Soothing', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	The fatty acid form of the skin soothing glycyrrhetinic acid, which is derived from licorice.
				                </p>",Best,stearyl glycyrrhetinate
1505,"['Silicones', 'Emollients', 'Slip Agents']","<p class=""description ingredient-description"">
				                	Silicone polymer used as a skin-conditioning or occlusive agent.
				                </p>",Good,stearyl methicone
1506,"['Emollients', 'Texture Enhancer']","<p class=""description ingredient-description"">
				                	A plant-based wax prepared with natural fatty acids combined with synthetic fatty alcohols.
				                </p>",Good,stearyl stearate
1507,['Preservatives'],,Poor,styrax benzoin
1508,['Film-Forming/Holding Agents'],"<p class=""description ingredient-description"">
				                	Synthetic polymer.
				                </p>",Good,styrene/acrylates copolymer
1509,"['Skin-Replenishing', 'Hydration']","<p class=""description ingredient-description"">
				                	Monosaccharide that has hydrating properties for skin.
				                </p>",Good,sucrose
1510,['Plant Extracts'],"<p class=""description ingredient-description"">
				                	Ingredients like sugarcane extract, fruit extracts, mixed fruit extracts, and milk solids may claim...
				                </p>",Average,sugarcane extract
1511,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	Sulfates are a group of ingredients that have many consumers worried but in truth, misinformation, not sulfates, are the actual problem...
				                </p>",Good,sulfates
1512,['Sensitizing'],"<p class=""description ingredient-description"">
				                	Disinfectant agent that can be a potent skin sensitizer...
				                </p>",Poor,sulfur
1513,"['Plant Extracts', 'Emollients']","<p class=""description ingredient-description"">
				                	Non-volatile plant oil used as an emollient in cosmetics.
				                </p>",Best,sunflower seed oil
1514,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	Most commonly seen as SPF, it is a number that is assigned to a product that identifies its ability...
				                </p>",Best,sun protection factor
1515,['Antioxidants'],"<p class=""description ingredient-description"">
				                	Enzyme considered to be an antioxidant...
				                </p>",Best,superoxide dismutase
1516,['Cleansing Agents'],"<p class=""description ingredient-description"">
				                	Shortened term for surface active agent. Surfactants degrease and emulsify oils and fats and...
				                </p>",Good,surfactant
1517,"['Emollients', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Most often used in its oil form, this ingredient is expressed from almonds. Also used as an...
				                </p>",Good,sweet almond
1518,['Emollients'],"<p class=""description ingredient-description"">
				                	Emollient, non-fragrant plant oil.
				                </p>",Good,sweet almond oil
1519,"['Skin-Soothing', 'Plant Extracts', 'Sensitizing']",,Poor,Symphytum officinale extract
1520,"['Thickeners/Emulsifiers', 'Emollients']","<p class=""description ingredient-description"">
				                	An artificial form of beeswax composed of a mixture of alcohol esters...
				                </p>",Good,synthetic beeswax
1521,"['Miscellaneous', 'Texture Enhancer']","<p class=""description ingredient-description"">
				                	A wax derived from a mixture of various oils. It functions as a binding and stabilizing agent.
				                </p>",Good,synthetic wax
1522,"['Plant Extracts', 'Sensitizing']","<p class=""description ingredient-description"">
				                	From a plant native to Szechuan Province in China. It grows on trees, and so differs from black...
				                </p>",Poor,Szechuan peppercorn
1523,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	Naturally occurring silicate mineral (any group of substances containing negative ions composed of...
				                </p>",Good,talc
1524,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	Substance extracted from the fatty deposits of animals, especially from suet (the fat of cattle and...
				                </p>",Poor,tallow
1525,"['Skin-Soothing', 'Hydration', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	From a tree native to Polynesia. It is reputed to have wondrous skin-restoring properties, as well…
				                </p>",Good,tamanu oil
1526,"['Skin-Soothing', 'Plant Extracts', 'Sensitizing']",,Average,Tanacetum parthenium
1527,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']","<p class=""description ingredient-description"">
				                	Fragrant, volatile citrus oil that can be a skin sensitizer…
				                </p>",Poor,tangerine oil
1528,['Antioxidants'],"<p class=""description ingredient-description"">
				                	Polyphenol that's considered a very good antioxidant…
				                </p>",Best,tannic acid
1529,"['Thickeners', 'Texture Enhancer']","<p class=""description ingredient-description"">
<p>A natural thickener and texture enhancer derived from the roots of Manihot...</p>
</p>",Good,tapioca starch
1530,['Exfoliant'],"<p class=""description ingredient-description"">
				                	A naturally-occurring crystalline organic acid found in many plants, including grapes and tamarinds. It is one...
				                </p>",Best,tartaric acid
1531,['Miscellaneous'],,Good,TEA
1532,"['Thickeners/Emulsifiers', 'Sensitizing', 'Cleansing Agents']","<p class=""description ingredient-description"">
				                	While there is abundant research showing sodium lauryl sulfate is a sensitizing cleansing agent,...
				                </p>",Poor,TEA-lauryl sulfate
1533,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Also known as Melaleuca, from the name of its native Australian plant source, Melaleuca alternifolia.
				                </p>",Good,tea tree oil
1534,['Sunscreen Actives'],,Best,terephthalylidene dicamphor sulfonic acid
1535,['Antioxidants'],,Good,tetradibutyl pentaerithrityl hydroxyhydrocinnamate
1536,"['Antioxidants', 'Vitamins']","<p class=""description ingredient-description"">
				                	Stable form of vitamin C that is considered an analogue of L-ascorbic acid. Unlike pure vitamin C...
				                </p>",Best,tetrahexyldecyl ascorbate
1537,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Antioxidant and skin-soothing plant extract.
				                </p>",Best,tetrahydrobisdemethoxycurcumin
1538,['Antioxidants'],"<p class=""description ingredient-description"">
				                	A synthetic antioxidant derived from curcumin.
				                </p>",Best,tetrahydrobisdemethoxydiferuloylmethane
1539,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",,Best,tetrahydrodemethoxycurcumin
1540,"['Skin-Soothing', 'Antioxidants']","<p class=""description ingredient-description"">
				                	A synthetic antioxidant that provides the effects of the antioxidant curcumin but...
				                </p>",Best,tetrahydrodemethoxydiferuloylmethane
1541,"['Skin-Soothing', 'Antioxidants']","<p class=""description ingredient-description"">
				                	Antioxidant and skin-soothing plant extract.
				                </p>",Best,tetrahydrodiferuloylmethane
1542,"['Skin-Soothing', 'Antioxidants']","<p class=""description ingredient-description"">
				                	Antioxidant and skin-soothing plant extract.
				                </p>",Best,tetrahydromethoxycurcumin
1543,['Miscellaneous'],,Good,tetrahydroxypropyl ethylenediamine
1544,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	Chelating agent used to prevent minerals present in formulations from bonding to other ingredients.
				                </p>",Good,tetrasodium EDTA
1545,['Miscellaneous'],"<p class=""description ingredient-description"">
				                	Used as a chelating agent in cosmetics to prevent varying mineral components from binding together...
				                </p>",Good,tetrasodium etidronate
1546,"['Plant Extracts', 'Emollients']",,Best,Theobroma cacao seed butter
1547,['Vitamins'],"<p class=""description ingredient-description"">
				                	Vitamin B1. There is no research showing this to be effective when applied topically on skin.
				                </p>",Good,thiamine HCL
1548,['Thickeners/Emulsifiers'],"<p class=""description ingredient-description"">
				                	Substances that can have a soft to hard waxlike texture or a creamy, emollient feel, and that can...
				                </p>",Good,thickening agent
1549,['Antioxidants'],"<p class=""description ingredient-description"">
				                	Technical name for the antioxidant alpha lipoic acid. Unlike many antioxidants that are either...
				                </p>",Best,thioctic acid
1550,['Antioxidants'],"<p class=""description ingredient-description"">
				                	Acid-based synthetic antioxidant. There is no research pertaining to its benefit for skin, but in...
				                </p>",Average,thiodipropionic acid
1551,"['Antioxidants', 'Skin-Replenishing']","<p class=""description ingredient-description"">
				                	Amino acid. Potentially, it can have antioxidant properties for skin...
				                </p>",Good,thiotaurine
1552,"['Antioxidants', 'Skin-Replenishing']",,Good,threonine
1553,"['Antioxidants', 'Sensitizing', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Extract derived from the leaf or flower of the thyme plant. It can have potent antioxidant...
				                </p>",Average,thyme extract
1554,"['Antioxidants', 'Plant Extracts', 'Sensitizing']","<p class=""description ingredient-description"">
				                	The most concentrated part of the thyme plant, and a source of antioxidants, some of which...
				                </p>",Poor,thyme oil
1555,"['Miscellaneous', 'Hydration']","<p class=""description ingredient-description"">
				                	Form of animal thymus derived by acid, enzyme, or other methods of hydrolysis. It can have...
				                </p>",Average,thymus hydrolysate
1556,"['Antioxidants', 'Sensitizing', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Extract of wild thyme.
				                </p>",Poor,Thymus serpillum extract
1557,"['Antioxidants', 'Plant Extracts', 'Sensitizing']",,Average,Thymus vulgaris
1558,"['Antioxidants', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']","<p class=""description ingredient-description"">
				                	Thymus vulgaris oil is more commonly known as thyme oil.
				                </p>",Poor,Thymus vulgaris oil
1559,"['Antioxidants', 'Plant Extracts']",,Best,Tilia cordata
1560,"['Sunscreen Actives', 'Coloring Agents/Pigments', 'Thickeners/Emulsifiers']","<p class=""description ingredient-description"">
				                	Inert earth mineral used as a thickening, whitening, lubricating, and sunscreen ingredient in...
				                </p>",Best,titanium dioxide
1561,"['Antioxidants', 'Vitamins']",,Best,tocopherol
1562,"['Antioxidants', 'Vitamins']",,Best,tocopherol acetate
1563,"['Antioxidants', 'Vitamins']",,Best,tocopheryl acetate
